position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,combined_typeform_urls,publicwww_email_candidate_count,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,scan_mode,verification_eligible_emails,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
1,1724,depositphotos.com,no,,,,0,,,no_public_email_found,popular_brand_review,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
2,1863,eset.com,no,https://embed.typeform.com/,,https://embed.typeform.com/,0,,pr@eset.com,showing_email_candidates,popular_brand_review,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
3,2287,answers.com,yes,,,,0,,support@answers.com ; u003esupport@answers.com,showing_email_candidates,popular_brand_review,contact_pages,support@answers.com,,,,support@answers.com,valid=0; invalid=0; risky=0; unknown=1
4,4684,mlive.com,yes,,,,0,,,no_public_email_found,excluded_advance_local,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5,7462,jvzoo.com,yes,https://yoursuccess.typeform.com/to/UOVV2lnt,https://yoursuccess.typeform.com/to/UOVV2lnt,https://yoursuccess.typeform.com/to/uovv2lnt ; https://yoursuccess.typeform.com/to/UOVV2lnt,0,,aos@2.3.4 ; bootstrap@5.3.2 ; bootstrap@5.3.3 ; support@jvzoo.com,showing_email_candidates,popular_brand_review,contact_pages,support@jvzoo.com,support@jvzoo.com,,,,valid=1; invalid=0; risky=0; unknown=0
6,9456,mixpanel.com,no,,,,0,,d73fef86381aca393554093c8e57ce75@o81318.ingest.us.sentry.io ; support@mixpanel.com,showing_email_candidates,popular_brand_review,contact_pages,support@mixpanel.com,,,,support@mixpanel.com,valid=0; invalid=0; risky=0; unknown=1
7,9625,al.com,yes,,,,0,,,no_public_email_found,excluded_advance_local,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
8,12731,brobible.com,yes,https://getadmiral.typeform.com/to/s8M2nY5H,https://getadmiral.typeform.com/to/s8M2nY5H,https://getadmiral.typeform.com/to/s8m2ny5h ; https://getadmiral.typeform.com/to/s8M2nY5H,0,,brandon@brobible.com ; cass@brobible.com ; clay@brobible.com ; connor@brobible.com ; dougs@brobible.com ; eric@brobible.com ; garrett@brobible.com ; jacob@brobible.com ; jason@brobible.com ; jorge@brobible.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
9,14596,pennlive.com,yes,,,,0,,,no_public_email_found,excluded_advance_local,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
10,15919,uwe.ac.uk,no,https://api.typeform.com/ ; https://embed.typeform.com/ ; https://form.typeform.com/,,https://api.typeform.com/ ; https://embed.typeform.com/ ; https://form.typeform.com/,1,hrresourcing@uwe.ac.uk,hrresourcing@uwe.ac.uk,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
