position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,combined_typeform_urls,publicwww_email_candidate_count,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,scan_mode,verification_eligible_emails,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
5001,>30M,enyei.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5002,>30M,onelivingchurch.org,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5003,>30M,trinityifs.com,yes,,,https://embed.typeform.com/ ; https://form.typeform.com/to/rhBCYM,0,,brett_nicklaus@packerlandbrokerage.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5004,>30M,frauenversicherung.ch,no,,,,0,,4-3z2a9434-kopie-002-2@0.5x-1024x1536.png ; 4-3z2a9434-kopie-002-2@0.5x-1365x2048.png ; 4-3z2a9434-kopie-002-2@0.5x-200x300.png ; 4-3z2a9434-kopie-002-2@0.5x-683x1024.png ; 4-3z2a9434-kopie-002-2@0.5x-768x1152.png ; 4-3z2a9434-kopie-002-2@0.5x-scaled.png ; info@frauenversicherung.ch ; uschi-schirmer-retuschiert-8042@0.5x-200x300.png ; uschi-schirmer-retuschiert-8042@0.5x-683x1024.png ; uschi-schirmer-retuschiert-8042@0.5x-768x1151.png ; uschi-schirmer-retuschiert-8042@0.5x.png,showing_email_candidates,not_flagged,contact_pages,info@frauenversicherung.ch,,,,info@frauenversicherung.ch,valid=0; invalid=0; risky=0; unknown=1
5005,>30M,breastaugmentationturkey.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5006,>30M,butrus.net,no,,,https://amazon-seller-system.typeform.com/,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5007,>30M,brugger.nl,yes,,,https://infowijs.typeform.com/to/JV3C9rf0,0,,header-1@2x.jpg ; info@infowijs.nl,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5008,>30M,upbeater.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5009,>30M,sereni.pl,yes,,,https://mjfbyfmtv60.typeform.com/to/MruG2qBk,0,,info@sereni.pl ; piotr.szwajka@sereni.pl,showing_email_candidates,not_flagged,contact_pages,info@sereni.pl,,,,info@sereni.pl,valid=0; invalid=0; risky=0; unknown=1
5010,>30M,veilledepresse.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5011,>30M,thedigitaleconomist.com,no,,,https://thedigitaleconomist.typeform.com/,0,,boosters-countup@1.0.2 ; boosters-custom-slider-webflow@2.0.3 ; info@thedigitaleconomist.com,showing_email_candidates,not_flagged,contact_pages,info@thedigitaleconomist.com,,,,info@thedigitaleconomist.com,valid=0; invalid=0; risky=0; unknown=1
5012,>30M,smukskincare.com,yes,,,https://rwzdw7z5dmi.typeform.com/to/hOSPw71T,0,,info@smukskincare.com,showing_email_candidates,not_flagged,contact_pages,info@smukskincare.com,,,,info@smukskincare.com,valid=0; invalid=0; risky=0; unknown=1
5013,>30M,thinkbrad.com,yes,,,https://d616ude51jy.typeform.com/to/RL5fn3Wb,0,,leaflet-geosearch@2.2.0 ; vanilla-lazyload@17.8.4,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5014,>30M,liveatcedarrun.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5015,>30M,superfluoro.com,no,,,,0,,info@superfluoro.com,showing_email_candidates,not_flagged,contact_pages,info@superfluoro.com,,,,info@superfluoro.com,valid=0; invalid=0; risky=0; unknown=1
5016,>30M,ignitecfp.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5017,>30M,gab-app.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5018,>30M,bestbirthinjurylawyers.com,no,,,https://embed.typeform.com/,0,,jane@example.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5019,>30M,gaumatsinternational.com,yes,,,https://jn6ox5uppi9.typeform.com/to/JRNhh5Ug,0,,marketing@gimarble.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5020,>30M,avangardconsulting.com,yes,,,https://brucedalma.typeform.com/to/ZGfcHAeh,0,,hello@themenectar.com ; info@avangardconsulting.com,showing_email_candidates,not_flagged,contact_pages,info@avangardconsulting.com,,,,info@avangardconsulting.com,valid=0; invalid=0; risky=0; unknown=1
5021,>30M,chrisdoesnotwanttoeatalone.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5022,>30M,getstoic.com,no,,,https://zwwtev8o4t7.typeform.com/,0,,s@getstoic.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5023,>30M,akonel.com,no,,,,0,,info@akonel.com,showing_email_candidates,not_flagged,contact_pages,info@akonel.com,,info@akonel.com,,,valid=0; invalid=1; risky=0; unknown=0
5024,>30M,darianshirazi.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5025,>30M,vexatio.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5026,>30M,clarenvilledental.com,no,,,,0,,clarenville.dental@gmail.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5027,>30M,webpointer.com.br,no,,,,0,,webpointer@webpointer.com.br,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5028,>30M,fernmitgliedschaft-golf.de,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5029,>30M,nurtureher.com,yes,,,https://nurturegroup.typeform.com/to/aTRfNc ; https://nurturegroup.typeform.com/to/RCZ2d1,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5030,>30M,northware.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5031,>30M,daydreamcreativemedia.com,yes,,,https://sg8j6yy8prq.typeform.com/to/xjOfCZC2,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5032,>30M,careerframe.com,no,,,,0,,john@doe.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5033,>30M,beastregime.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5034,>30M,designwade.com,yes,,,https://0d48e1si2cw.typeform.com/to/oDelbzGh,0,,hello@designwade.com,showing_email_candidates,not_flagged,contact_pages,hello@designwade.com,hello@designwade.com,,,,valid=1; invalid=0; risky=0; unknown=0
5035,>30M,wuunder.com,no,,,,0,,info@wuunder.com ; info@wuunder.de,showing_email_candidates,not_flagged,contact_pages,info@wuunder.com,,,,info@wuunder.com,valid=0; invalid=0; risky=0; unknown=1
5036,>30M,voxworldwide.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5037,>30M,anggunrotan.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5038,>30M,tntworkout.com,yes,,,,0,,ilustracion_sin_titulo_42_115x@2x.png ; info@tntworkout.com,showing_email_candidates,not_flagged,contact_pages,info@tntworkout.com,,,,info@tntworkout.com,valid=0; invalid=0; risky=0; unknown=1
5039,>30M,chorum.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5040,>30M,cactus-films.com,yes,,,https://form.typeform.com/to/cZjBpDKu,0,,contact@cactus-prod.com ; louis@cactus-prod.com ; white@4x.png,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5041,>30M,tabularpro.com,no,,,,0,,jane@example.com ; tabularpro@4x.webp,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5042,>30M,vineaste.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5043,>30M,sonnenkamp.com,no,,,,0,,info@daslebenswerk.de ; info@sonnenkamp.com ; leaflet@1.9.4,showing_email_candidates,not_flagged,contact_pages,info@sonnenkamp.com,,,,info@sonnenkamp.com,valid=0; invalid=0; risky=0; unknown=1
5044,>30M,apraca.pt,yes,,,https://form.typeform.com/to/luuf6or6,0,,cliente@pracahub.pt ; eventos@pracahub.pt ; example@gmail.com ; nome@email.com ; praca_logotipo_digital-01_2_200x@2x.png ; reservas@pracahub.pt ; reservas@pracahub.pteventos ; u003ecliente@pracahub.pt,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5045,>30M,tyzenfit.com,yes,,,https://3evq41kwjb4.typeform.com/to/OCbjhKb6,0,,support@tyzenfit.com,showing_email_candidates,not_flagged,contact_pages,support@tyzenfit.com,,,,support@tyzenfit.com,valid=0; invalid=0; risky=0; unknown=1
5046,>30M,psicon.it,yes,,,https://form.typeform.com/to/FRfxrYQm,0,,hello@psicon.me ; info@psicon.me,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5047,>30M,homehealthsites.com,no,,,https://pmnf6gjlce6.typeform.com/,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5048,>30M,spacercreative.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5049,>30M,iask.at,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5050,>30M,bloommh.com,no,,,https://bloommh.typeform.com/,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5051,>30M,laindiaincreible.com,no,,,https://increible.typeform.com/,0,,david.diaz@laindiaincreible.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5052,>30M,homekin.com,yes,,,,0,,hello@homekin.com,showing_email_candidates,not_flagged,contact_pages,hello@homekin.com,hello@homekin.com,,,,valid=1; invalid=0; risky=0; unknown=0
5053,>30M,u-und-r.de,yes,,,https://admin.typeform.com/to/dwk6gt ; https://ib3wum7wh0f.typeform.com/,0,,beschwerde@versicherungsombudsmann.de ; info@u-und-r.de,showing_email_candidates,not_flagged,contact_pages,info@u-und-r.de,,,,info@u-und-r.de,valid=0; invalid=0; risky=0; unknown=1
5054,>30M,danilomontero.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5055,>30M,catalystwealth.co,no,,,,0,,custombreakpoint@1.1 ; india@catalystbrands.co ; india@catalystwealth.co,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5056,>30M,daiwak.net,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5057,>30M,kellyedaniel.com.br,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
5058,>30M,tuttocredito.com,yes,,,https://form.typeform.com/to/AUjukgbV,0,,fitsrlbenefit@legalmail.it ; info@tuttocredito.com,showing_email_candidates,not_flagged,contact_pages,info@tuttocredito.com,,,,info@tuttocredito.com,valid=0; invalid=0; risky=0; unknown=1
